artist,song,lyrics,genre,lyric_count,lyric_count_norm
Katy Perry,Rise,"i will not just survive oh, you will see me thrive can not write my story i am beyond the archetype i will not just conform no matter how you shake my core because my roots, they run deep, oh oh, ye of so little faith do not doubt it, do not doubt it victory is in my veins i know it, i know it and i will not negotiate i will fight it, i will fight it i will transform when, when the fire's at my feet again and the vultures all start circling they are whispering, ""you are out of time"" but still, i rise this is no mistake, no accident when you think the final nail is in; think again do not be surprised, i will still rise i must stay conscious through the madness and chaos so i call on my angels they say... victory is in your veins you know it, you know it and you will not negotiate just fight it, just fight it and be transformed because when, when the fire's at my feet again when you think the final nail is in, think again oh, oh, oh, oh still rise",pop,198,6.709796672828096
Katy Perry,Choose Your Battles,"you are my hurt locker lover keep me walking on a wire do not know when you will blow so i tiptoe through your triggered mind you fight me, but i am on your side defeated, now retreating why you tryna make me your enemy all you really need is a little peace i just want to be your lover oh, this is not a competition so baby why the ammunition i do not want to be the last one standing choose your battles, babe then you will win the war stop digging your own grave when there is so much to live for because i am not fighting anymore i am not fighting anymore i have tried to pick off your red flags while dancing on broken glass your mind games hit like grenades we are cursed just like the kennedys but you somehow get me on my knees if you want to go, then go if you want to stay, then stay because i do not want to fight no more, baby i do not want to fight no more, anyway",pop,183,6.201478743068392
Katy Perry,D%C3%A9j%C3%A0 Vu,"i live off the echoes of your ""i love you's"" but i still feel the blows from all your ""do not want to's"" when you are drunk, you say i am the one then you wake up you suck my hope up in a vacuum because every day's the same definition of insane i think we are running on a loop déjà vu so tell me something new figure out the rubik's cube your words are like chinese water torture and there is no finish line, always one more corner yeah, they slither like a centipede why do you keep me at the end of a rope that keeps getting shorter? [instrumental bridge] so tell me something new (something new) déjà vu (déjà, déjà, déjà vu) because every day's the same (every day's the same) definition of insane (definition of insane)",pop,141,4.77818853974122
Katy Perry,Roar,"i used to bite my tongue and hold my breath scared to rock the boat and make a mess so, i sat quietly agreed politely i guess that i forgot i had a choice i let you push me past the breaking point i stood for nothing so, i fell for everything you held me down, but i got up (hey) already brushing off the dust you hear my voice you hear that sound like thunder, going to shake the ground get ready, because i have had enough i see it all, i see it now i got the eye of the tiger, a fighter dancing through the fire because i am a champion and you are going to hear me roar louder, louder than a lion you are going to hear me roar now, i am floating like a butterfly stinging like a bee, i earned my stripes i went from zero to my own hero you held me down, but i got up (hey!) (you will hear me roar) roar, roar, roar, roar, roar",pop,176,5.96426370918053
Katy Perry,California Gurls,"greetings, loved ones let us take a journey i know a place where the grass is really greener warm, wet and wild there must be something in the water sippin' gin and juice laying underneath the palm trees, undone the boys break their necks trying to creep a little sneak peek, at us you could travel the world but nothing comes close to the golden coast once you party with us you will be falling in love oh, oh-oh, oh-oh, oh-oh california girls, we are unforgettable daisy dukes, bikinis on top sun-kissed skin, so hot we will melt your popsicle oh-oh, oh-oh, oh oh oh-oh, oh-oh, oh-oh california girls, we are undeniable fine, fresh, fierce, we got it on lock west coast represent now put your hands up sex on the beach we do not mind sand in our stilettos we freak in my jeep snoop doggy dogg on the stereo, oh-oh toned tan, fit and ready turn it up because it is getting heavy wild, wild west coast these are the girls i love the most i mean the ones, i mean, like, she is the one kiss her, touch her, squeeze her buns the girl's a freak, she drives a jeep and live on the beach i am okay, i will not play, i love the bait, just like i love l.a. venice beach and palm springs, summertime is everything homeboys bangin' out, all that ass hangin' out bikinis, zucchinis, martinis, no weenies, just a king and a queenie katy, my lady (yeah?), lookie here, baby (uh-huh!) i am all up on you because you representin' california west coast represent (west coast, west coast) now put your hands up (ay) oh-oh, oh-oh, oh oh (ay) california california girls (california girls, man) california (i really wish you all could be a california girls) california girls",pop,306,10.369685767097966
Katy Perry,Thinking of You,"comparisons are easily done once you have had a taste of perfection like an apple hanging from a tree i picked the ripest one i still got the seed you said move on, where do i go i guess second best is all i will know because when i am with him i am thinking of you thinking of you what you would do if you were the one who was spending the night oh i wish that i was looking into your eyes you are like an indian summer in the middle of winter like a hard candy with a surprise center how do i get better once i have had the best you said there is tons of fish in the water so the waters i will test he kissed my lips, i taste your mouth, oh he pulled me in, i was disgusted with myself you are the best and yes i do regret how i could let myself let you go now the lesson's learned i touched it, i was burned oh i think you should know because when i am with him, i am thinking of you oh, i wish that i was looking into your eyes looking into your eyes oh will not you walk through and bust in the door and take me away oh no more mistakes because in your eyes i would like to stay",pop,234,7.929759704251387
Katy Perry,Mind Maze,"i am losing all direction slipping into quicksand i have shattered the illusion seen behind the curtain i am disenchanted dancing on a wire juggling desire every hit gets harder when you are fighting without armor i am disheartened do i start over, rediscover? submit to the sweet surrender it is a mind maze all these head games caught in a cage a complex cage am i a car on fire? will i be devoured? i got to free myself and get out of my own way i used to be so sparkling, but now it is not so charming what used to stimulate me now can barely wake me i am unresponsive will i find salvation, some kind of moderation? spinning all these plates is going to be a challenge a delicate balance so do i start over, rediscover? get out of my own way i submit to your, your sweet surrender your sweet surrender",pop,156,5.286506469500924
Katy Perry,Circle the Drain,"this is the last time you say after the last line you break it is not even a holiday, nothing to celebrate you give a hundred reasons why and say you are really going to try if i had a nickel for every time i would own the bank-bank-bank-bank i thought that i was the exception i could rewrite your addiction you could have been the greatest but you would rather get wasted you fall asleep during foreplay because the pills you take are more your forte i am not stickin' around to watch you go down want to be your lover, not your fuckin' mother can not be your savior, i do not have the power i am not going to stay and watch you circle the drain watch you circle the drain, watch you circle the drain you say it helps you write your rhymes whatever helps you sleep at night you become what you despise a stereotype-type-type-type you think you are so rock 'n roll but you are really just a joke had the world in the palm of your hands but you fuckin' choked should have been my teammate could have changed your fate you say that you love me you will not remember in the morning i am not stickin' around (i am not stickin' around) to watch you go down (i am not stickin' around) you are going down, you are going down, you are going down...",pop,243,8.23475046210721
Katy Perry,Never Really Over,"i am losing my self control yeah, you are starting to trickle back in but i do not want to fall down the rabbit hole cross my heart, i will not do it again i tell myself, tell myself, tell myself, ""draw the line"" and i do, i do but once in a while i trip up, and i cross the line and i think of you two years, and just like that, my head still takes me back thought it was done, but i guess it is never really over oh, we were such a mess, but was not it the best? just because it is over does not mean it is really over and if i think it over, maybe you will be coming over again and i will have to get over you all over again i guess i could try hypnotherapy i got to rewire this brain because i can not even go on the internet without even checking your name thought we kissed goodbye, thought we meant this time was the last, but i guess it is never really over thought we drew the line right through you and i can not keep going back, i guess it is never really over (and i will have to get over you all over again) and i will have to get over you all over again (over you all over again)",pop,234,7.929759704251387
Katy Perry,,"waking up next to you in the middle of the week never needed anyone to send me off to sleep and i know i said, ""go slow"" but i can not hold back no more got a premonition this are not going to be a fling you make a weekend feel like a year baby, you got me changing 24-7, i want you here i hope you feel the same thing i want you to be the one that is on my mind on my mind, on my mind i want you to be there on a monday night tuesday night, every night are you going to be the one that is on my mind? 3-6-5, all the time i want you to be the one to stay and give me the night and day love it when you come back and can not take it when you leave got me fantasizing our initials already and i want to just let go fall in deeper than before say that you are ready, lock it up in a heart beat i think about you all the time 24-7, 3-6-5 are you going to be the one? are you going to be the one? (are you going to be the one?) i want you to be the one",pop,216,7.319778188539741
Katy Perry,Chained To The Rhythm,"are we crazy? living our lives through a lens trapped in our white-picket fence like ornaments so comfortable, we are livin' in a bubble, a bubble so comfortable, we cannot see the trouble, the trouble are not you lonely, up there in utopia? where nothing will ever be enough happily numb so put your rose-colored glasses on and party on turn it up, it is your favorite song dance, dance, dance to the distortion turn it up, keep it on repeat stumbling around like a wasted zombie yeah, we think we are free drink, this one's on me we are all chained to the rhythm to the rhythm, to the rhythm are we tone deaf? keep sweeping it under the mat thought we could do better than that i hope we can so put (so put) your rose-colored glasses on and party on (wooh!) yeah, we think we are free (aha!) it is my desire break down the walls to connect, inspire ay, up in your high place, liars time is ticking for the empire the truth they feed is feeble as so many times before they greed over the people they stumbling and fumbling and we about to riot they woke up, they woke up the lions (wooh!) stumbling around like a wasted zombie (like a wasted zombie) to the rhythm, to the rhythm (we are all chained to the rhythm) it goes on, and on, and on (turn it up) (it goes) it goes on, and on, and on (turn it up) (it goes on, and on, and on, and on) it goes on, and on, and on (on, and on, and on)",pop,275,9.319162045594577
Katy Perry,If You Can Afford Me,"if you want me, the cherry on top the pick of the pack, the crème de la crop if you want me you better do better than that tonight, oh, oh if you want me, it takes more than a wink more than a drink, more than you think if you want me, you are going to have to break the bank tonight (oohh) because, some do not have the patience some call me high maintenance but you pay the bill, because, that is the deal if you want to ride, just name your price and do not play cheap with your heart do not make a bet if you can not write the check for me, for me because, i can be bought, but you pay the cost if you can afford me if you want me, i am not a piece of ass a one night stand, a storage she would i think you better walk by tonight, oh, no if you want me, then stop begging i do not put out for charity if you want me, there is no discount price tonight (oohh) but i do not need your dollar bills i just want something real because, nothing's free except loving me",pop,206,6.980899568699938
Katy Perry,Swish Swish,"they know what is what but they do not know what is what they just strut what the fuck? a tiger do not lose no sleep do not need opinions from a shellfish or a sheep do not you come for me no, not today you are calculated i got your number because you are a joker and i am a courtside killer queen and you will kiss the ring you best believe so keep calm, honey, i'ma stick around for more than a minute, get used to it funny my name keeps comin' outcho mouth because i stay winning lay  them up like swish, swish, bish another one in the basket can not touch this another one in the casket your game is tired you should retire you are 'bout cute as an old coupon expired and karma's not a liar she keeps receipts (katy perry) they just know what is what (young money) hahaha, yo pink ferragamo sliders on deck silly rap beefs just get me more checks my life is a movie, i am never off set me and my amigos (no, not offset) swish swish, aww i got them upset but my shooters'll make  them dance like dubstep swish, swish, aww, my haters is obsessed because i make m's, they get much less do not be tryna double back i already despise you all that fake love you showin' could not even disguise you ran? when? nicki gettin' tan mirror mirror who is the fairest bitch in all the land? damn, man, this bitch is a stan muah, muah, the generous queen will kiss a fan ass goodbye, i'ma be riding by i'ma tell my nigga biggz, yeah that is tha guy a star's a star, da ha da ha they never thought the swish god would take it this far get my pimp cup, this is pimp shit, baby i only rock with queens, so i am makin' hits with katy (do they know?) what the...",pop,331,11.216882316697474
Katy Perry,I Kissed a Girl,"this was never the way i planned not my intention i got so brave, drink in hand lost my discretion it is not what i am used to just want to try you on i am curious for you caught my attention i kissed a girl and i liked it the taste of her cherry chapstick i kissed a girl just to try it i hope my boyfriend do not mind it it felt so wrong, it felt so right do not mean i am in love tonight i liked it no, i do not even know your name it does not matter you are my experimental game just human nature it is not what good girls do not how they should behave my head gets so confused hard to obey us girls we are so magical soft skin, red lips, so kissable hard to resist so touchable too good to deny it are not no big deal, it is innocent",pop,161,5.4559457794208255
Katy Perry,Never Worn White,"you love the hell out of me and heaven's where we could be i have stood on the edge of love but never took the leap and you took my armour off and did it delicately and i let my guard down to show you what is underneath thank god that you were man enough to come answer my mamma's prayers you asked the question, i said, ""yes"" but i am scared because i have never worn white but i want to get it right yeah, i really want to try with you no, i have never worn white but i am standin' here tonight because i really want to say, ""i do"" i do see us in 60 years with a full family tree (i do) give my blood, sweat, and tears to reach our destiny (i do) because love is a minefield, let us take this war, baby (i do) because at the end of it all, i choose you and you choose me (i do) thank god i was woman enough to come answer your father's prayers you asked the question i could tell you were scared now let us dance with each other (dance with each other) mixin' all of our colours it is so easy to surrender when you finally find forever no, i have never worn white, no but i really want to try with you yeah, i have never worn white because you really want to say, ""i do"" because i do oh, i do, yeah, yeah",pop,254,8.607516943930992
Katy Perry,Peacock,"i want to see your peacock-cock-cock your peacock-cock your peacock-cock-cock your peacock word on the street you got something to show me, me magical, colorful, mister mystery i am intrigued for a peak heard it is fascinating come on, baby, let me see what you are hiding underneath words are mislead such a tease want to see the show, oh in 3d, a movie heard it is beautiful be the judge and my girls going to take a vote i want the jaw dropping, eye popping, head turning, body shocking i want my heart throbbing, ground shaking, show stopping, amazing are you brave enough to let me see your peacock? do not be a chicken, boy, stop acting like a beeotch i am a peace out if you do not give me the pay off what you are waiting for? it is time for you to show it off do not be a shy kind of guy i will bet it is beautiful i want to see your peacock-cock-cock i want to see it skip the talk, heard it all, time to walk the walk break me off, if you bad, show me who is the boss need some goose, stick it loose, come on, take a shot oh my god, no exaggeration boy, all this time was worth the waiting i just she would a tear i am so unprepared you got the finest architecture end-of-the-rainbow-looking treasure such a sight to see, and it is all for me",pop,249,8.43807763401109
Katy Perry,Spiritual,"lay me down at your altar, baby i am a slave to this love your electric lips have gotten me speaking in the tongues i have prayed for a power like you to see deep down in my soul oh, you make me bloom like a flower, a desert rose magical one and mystery all of your charms have worked on me i will surrender myself holding hell and heaven high you have opened up my eyes and i am finally healed this is spiritual, under your spell phenomenal, the way you make me feel like an angel, all a glow like a feather, you make me float flying high as a kite on your love lost in sweet ecstasy found a nirvana finally and i am finally here (you make me float, you make me float) so phenomenal, the way you make me feel (you make me float, oh, you make me float)",pop,154,5.218730745532964
Katy Perry,Who You Love,"you love, who you love who you love my girl, she are not the one that i saw coming and sometimes i do not know which way to go and i tried to run before but i am not running anymore because i have fought against it hard enough to know that you love, who you love oh, you can not make yourself stop dreaming who you are dreaming of if it is who you love then it is who you love my boy, he are not the one that i saw coming and some have said his heart's too hot to hold and it takes a little time but you should see him when he shines because you never want to let that feeling go when you love, who you love yeah, you love, who you love oh, you love, who you love it is who you love you are the one i love",pop,155,5.252618607516943
Katy Perry,Hot n Cold,"you change your mind like a girl changes clothes yeah, you pms like a bitch, i would know and you overthink, always speak cryptically i should know that you are no good for me because you are hot then you are cold you are yes, then you are no you are in, then you are out you are up, then you are down you are wrong when it is right it is black and it is white we fight, we break up we kiss, we make up (you) you do not really want to stay, no (you) but you do not really want to go, oh you are hot then you are cold we used to be just like twins, so in sync the same energy, now's a dead battery used to laugh (used to laugh) 'bout nothing ('bout nothing) now you are plain (now you are plain) boring (boring) i should know (i should know) that you are not going to change someone call the doctor got a case of a love bipolar stuck on a roller coaster can not get off this ride",pop,185,6.269254467036352
Katy Perry,Harleys In Hawaii,"boy, tell me, can you take my breath away? cruisin' down a heart-shaped highway got you swervin' lane-to-lane, do not hit the brakes because i am feelin' so safe i will be your baby, on a sunday oh, why do not we get out of town? call me your baby, on the same wave oh, no, no, there is no slowin' down you and i, i ridin' harleys in hawaii-i-i i am on the back, i am holdin' tight, i want you to take me for a ride, ride when i hula-hula, hula so good, you will take me to the jeweler-jeweler, jeweler there is pink and purple in the sky-y-y we are ridin' harleys in hawaii-i-i let me run my fingers through your salty hair go ahead, explore the island vibes so real that you can feel it in the air i am revvin' up your engine oh, why do not we get out of town? (why do not we get out of town?) call me your baby, catch the same wave oh, no, no, there is no slowin' down (let us go) no, no you and i (you and i, i) oh we are ridin' harleys in hawaii-i",pop,200,6.7775723967960575
Katy Perry,Miss You More,"saw your picture on accident your face has changed the lines are sinking in i pressed play, i should have not congratulations but do you ever wonder what we could have been? but your mind plays tricks with distance always makes things feel so unfinished i miss you more than i loved you i do (i wonder what we could have been) saw a balloon floating away i thought, ""did someone let go, or did they lose it?"" so strange, you know all my secrets please keep them safe and darling, you know i will do the same (you know i will do the same) the window, no longer in existence baby, you will always be in my orbit oh, i do we were a match, but not a fake we were a dream, unrealistic we did not lose, we did not win (sometimes i wonder what we could have been) oh (the window, no longer in existence) (you will always be in my orbit)",pop,165,5.591497227356746
Katy Perry,If We Ever Meet Again,"what is somebody like you doing in a place like this? say, did you come alone or did you bring all your friends? say, what is your name, what you drinking? i think i know what you are thinking baby what is your sign? tell me yours i will tell you mine say, what is somebody like you doing in a place like this? (one, two, three come on) i will never be the same, if we ever meet again will not let you get away, say if we ever meet again this free fall's, got me so kiss me all night, do not ever let me go ohh, ohh say if we ever meet again do you come here much? i swear i have seen your face before (before, yeah) hope you do not see me blush, but i can not help but want you more, more baby tell me what is your story? i are not shy, do not you worry i am flirting with my eyes, want to leave with you tonight do you come here much i got to see your face some more some more, because baby if we ever meet again, i will have so much more to say (if we ever meet again) if we ever meet again, i will not let you go away if we ever ever meet again, i will have so much more to say if we ever ever meet again, i will not let you go away",pop,249,8.43807763401109
Katy Perry,International Smile,"flowers in her hair, she do not care peach-pink lips, yeah everybody stares (ooh ooh ooh) you think you have seen her in a magazine (ooh ooh ooh) it is like she walked right out of your dreams black ray bans, you know she is with the band passport stamps, she is cosmopolitan (ooh ooh ooh) yeah, she runs the place like penny lane (ooh ooh ooh) yeah, you are lucky if you are on her plane from tokyo to mexico to rio! that girl's a trip a one-way ticket takes you miles high, so high because she is got that one international smile catch her if you can (if you can) yeah, she is so in demand (in demand) she is got that je ne sais quoi, you know it so très chic, yeah she is a classic (ooh ooh ooh) yeah, she is footloose and so fancy free (ooh ooh ooh) yeah, she dances to her own beat because she is the muse and the artist always leaves a trail of stardust (ooh ooh ooh) because she is a little bit of yoko (ooh ooh ooh) and she is a little bit of ""oh no"" from la, miami to new york city! catch her if you can (catch her if you can) please fasten your seatbelts and make sure your champagne glasses are empty we are now approaching the runway so get ready for take off",pop,238,8.065311152187308
Katy Perry,Dark Horse feat Juicy J,"yeah, you all know what it is katy perry, juicy j, uh, huh let us rage i knew you were you were going to come to me and here you are but you better choose carefully because i, i am capable of anything of anything and everything make me your aphrodite make me your one and only do not make me your enemy your enemy, your enemy so you want to play with magic boy, you should know what you falling for baby, do you dare to do this? because i am coming at you like a dark horse are you ready for, ready for a perfect storm, perfect storm? because once you are mine, once you are mine there is no going back mark my words this love will make you levitate like a bird, like a bird without a cage but down to earth if you choose to walk away, do not walk away it is in the palm of your hand now, baby it is a yes or no, no, maybe so just be sure before you give it up to me up to me, give it up to me uh, she is a beast (beast), i call her karma (come back) she eat your heart out like jeffrey dahmer (whoo!) be careful, try not to lead her on shawty's heart was on steroids because her love was so strong you may fall in love when you meet her (meet her) if you get the chance you better keep her (keep her) she is sweet as pie, but if you break her heart she will turn cold as a freezer (freezer) that fairy tale ending with a knight in shining armor she can be my sleeping beauty i am gon' put her in a coma (whoo!) damn, i think i love her shawty so bad, i am sprung and i do not care she got me like a roller coaster turn the bedroom into a fair (a fair) her love is like a drug i was tryna hit it and quit it but lil' mama so dope i messed around and got addicted so you want to play with magic? boy, you should know what you falling for (you should know) because i am coming at you like a dark horse (like a dark horse) are you ready for, ready for (ready for) a perfect storm, perfect storm (a perfect storm) because once you are mine, once you are mine (mine)",pop,414,14.029574861367838
Katy Perry,E T,"you are so hypnotizing could you be the devil? could you be an angel? your touch, magnetizing feels like i am floating leaves my body glowing they say, be afraid you are not like the others futuristic lover different dna they do not understand you you are from a whole 'nother world a different dimension you open my eyes and i am ready to go lead me into the light kiss me, ki-ki-kiss me infect me with your loving fill me with your poison take me, ta-ta-take me want to be your victim ready for abduction boy, you are an alien your touch, so foreign it is supernatural extraterrestrial you are so supersonic want to feel your powers stun me with your laser your kiss is cosmic every move is magic this is transcendental on another level boy, you are my lucky star i want to walk on your wavelength and be there when you vibrate for you, i will risk it all, all",pop,164,5.557609365372766
Katy Perry,Pendulum,"you got me teeming, are not so green, ah you earn this spark at your receipts, ah funny that i add attendance to your dreams still, you never sleep, no, you never sleep, ah oh, you learn to dance, to bob and weave, yeah to let that water roll off easy, yeah you grew yourself above the weeds, taller than the trees, oh so do not try and reinvent your wheel because you are too original baby, just stay classic are not broke, are not broke, do not fix it your highs, your lows, just ride it it is a pendulum, it all comes back around it is a pendulum, it is a pendulum life's a pendulum, it all comes back around it is a pendulum, it all comes back, it all comes back so just take those punches off the chin, yeah do not fight the changes in the wind, no no because you will find your way home, oh if you find a way to let go just let go it is a pendulum, it all comes back, it all comes back around and there is no need to worry the pages keep on turning and it goes on and on, goes all the way around and there is no need to hurry there is a fire in you because it goes on and on, goes all the way around all the way around hey, all around",pop,239,8.099199014171287
Katy Perry,Waking Up in Vegas,"you got to help me out it is all a blur last night we need a taxi because you are hungover and i am broke i lost my fake id but you lost the motel key spare me your freakin' dirty looks now do not blame me you want to cash out and get the hell out of town do not be a baby remember what you told me shut up and put your money where your mouth is that is what you get for waking up in vegas get up and shake the glitter off your clothes, now why are these lights so bright? did we get hitched last night? dressed up like elvis, why am i wearing your class ring? do not call your mother because now we are partners in crime you got me into this information overload, situation lost control send out an s.o.s. ha! and get some cash out we are going to tear up the town no, do not be a baby remember what you told me, told me, told me that is what you get, baby shake the glitter, shake, shake, shake the glitter give me some cash out, baby",pop,197,6.675908810844116
Katy Perry,Dark Horse,"i knew you were you were going to come to me and here you are but you better choose carefully because i am capable of anything of anything and everything make me your aphrodite make me your one and only but do not make me your enemy your enemy, your enemy so you want to play with magic boy, you should know what you fallin' for baby do you dare to do this? because i am coming at you like a dark horse are you ready for, ready for a perfect storm, perfect storm because once you are mine, once you are mine there is no going back mark my words this love will make you levitate like a bird, like a bird without a cage we are down to earth if you choose to walk away, do not walk away it is in the palm of your hand now baby it is a yes or no, no maybe so just be sure before you give it all to me all to me, give it all to me oh, she is a beast, i call her karma she eat your heart out like jeffrey dahmer be careful, try not to lead her on shorty heart is on steroids because her love is so strong you may fall in love when you meet her (meet her) if you get the chance you better keep her (keep her) she is sweet as pie, but if you break her heart she will turn cold as a freezer (freezer) that fairy tale ending with a knight in shining armor she can be my sleeping beauty i am gon' put her in a coma now i think i love her shorty so bad, sprung and i do not care she ride me like a roller coaster turn the bedroom into a fair (a fair) her love is like a drug i was tryna hit it and quit it but lil' mama so dope i messed around and got addicted are you ready for, ready for (ready for) a perfect storm, perfect storm (a perfect storm) because once you are mine, once you are mine (mine)",pop,360,12.199630314232902
